Line,Date,Time,Activity,Marker,White Light,Sleep/Wake,Interval Status
17932,15 04 2021,7:07:30 pm,59,0,0.01,1,ACTIVE
17933,15 04 2021,7:08:00 pm,37,0,0.01,1,ACTIVE
17934,15 04 2021,7:08:30 pm,80,0,0.01,1,ACTIVE
17935,15 04 2021,7:09:00 pm,62,0,0.01,1,ACTIVE
17936,15 04 2021,7:09:30 pm,71,0,0.01,1,ACTIVE
17937,15 04 2021,7:10:00 pm,174,0,0.01,1,ACTIVE
17938,15 04 2021,7:10:30 pm,17,0,0.01,1,ACTIVE
17939,15 04 2021,7:11:00 pm,17,0,0.01,1,ACTIVE
17940,15 04 2021,7:11:30 pm,3,0,0.01,1,ACTIVE
17941,15 04 2021,7:12:00 pm,126,0,0.01,1,ACTIVE
17942,15 04 2021,7:12:30 pm,332,0,0.01,1,ACTIVE
17943,15 04 2021,7:13:00 pm,71,0,0.03,1,ACTIVE
17944,15 04 2021,7:13:30 pm,187,0,0.01,1,ACTIVE
17945,15 04 2021,7:14:00 pm,93,0,0.01,1,ACTIVE
17946,15 04 2021,7:14:30 pm,193,0,0.25,1,ACTIVE
17947,15 04 2021,7:15:00 pm,62,0,0.01,1,ACTIVE
17948,15 04 2021,7:15:30 pm,0,0,0.01,1,ACTIVE
17949,15 04 2021,7:16:00 pm,83,0,0.01,1,ACTIVE
17950,15 04 2021,7:16:30 pm,0,0,0.01,0,ACTIVE
17951,15 04 2021,7:17:00 pm,0,0,0.01,0,ACTIVE
17952,15 04 2021,7:17:30 pm,0,0,0.01,0,ACTIVE
17953,15 04 2021,7:18:00 pm,29,0,0.01,1,ACTIVE
17954,15 04 2021,7:18:30 pm,0,0,0.01,0,ACTIVE
17955,15 04 2021,7:19:00 pm,8,0,0.01,0,ACTIVE
17956,15 04 2021,7:19:30 pm,65,0,0.01,1,ACTIVE
17957,15 04 2021,7:20:00 pm,0,0,0.01,0,ACTIVE
17958,15 04 2021,7:20:30 pm,0,0,0.01,0,ACTIVE
17959,15 04 2021,7:21:00 pm,0,0,0.01,0,ACTIVE
17960,15 04 2021,7:21:30 pm,25,0,0.01,1,ACTIVE
17961,15 04 2021,7:22:00 pm,0,0,0.01,0,ACTIVE
17962,15 04 2021,7:22:30 pm,0,0,0.01,0,ACTIVE
17963,15 04 2021,7:23:00 pm,0,0,0.01,0,ACTIVE
17964,15 04 2021,7:23:30 pm,0,0,0.01,0,ACTIVE
17965,15 04 2021,7:24:00 pm,0,0,0.01,0,ACTIVE
17966,15 04 2021,7:24:30 pm,0,0,0.01,0,ACTIVE
17967,15 04 2021,7:25:00 pm,0,0,0.01,0,ACTIVE
17968,15 04 2021,7:25:30 pm,0,0,0.01,0,ACTIVE
17969,15 04 2021,7:26:00 pm,0,0,0.01,0,ACTIVE
17970,15 04 2021,7:26:30 pm,0,0,0.01,0,ACTIVE
17971,15 04 2021,7:27:00 pm,0,0,0.01,0,ACTIVE
17972,15 04 2021,7:27:30 pm,0,0,0.01,0,ACTIVE
17973,15 04 2021,7:28:00 pm,0,0,0.01,0,ACTIVE
17974,15 04 2021,7:28:30 pm,0,0,0.01,0,ACTIVE
17975,15 04 2021,7:29:00 pm,0,0,0.01,0,ACTIVE
17976,15 04 2021,7:29:30 pm,0,0,0.01,1,ACTIVE
17977,15 04 2021,7:30:00 pm,0,0,0.01,1,ACTIVE
17978,15 04 2021,7:30:30 pm,65,0,0.01,1,ACTIVE
17979,15 04 2021,7:31:00 pm,310,0,0.01,1,ACTIVE
17980,15 04 2021,7:31:30 pm,378,0,0.01,1,ACTIVE
17981,15 04 2021,7:32:00 pm,310,0,0.01,1,ACTIVE
17982,15 04 2021,7:32:30 pm,353,0,0.01,1,ACTIVE
17983,15 04 2021,7:33:00 pm,353,0,0.01,1,ACTIVE
17984,15 04 2021,7:33:30 pm,174,0,0.01,1,ACTIVE
17985,15 04 2021,7:34:00 pm,207,0,0.01,1,ACTIVE
17986,15 04 2021,7:34:30 pm,207,0,0.01,1,ACTIVE
17987,15 04 2021,7:35:00 pm,174,0,0.01,1,ACTIVE
17988,15 04 2021,7:35:30 pm,290,0,0.01,1,ACTIVE
17989,15 04 2021,7:36:00 pm,237,0,0.01,1,ACTIVE
17990,15 04 2021,7:36:30 pm,89,0,0.01,1,ACTIVE
17991,15 04 2021,7:37:00 pm,22,0,0.01,1,ACTIVE
17992,15 04 2021,7:37:30 pm,28,0,0.01,1,ACTIVE
17993,15 04 2021,7:38:00 pm,0,0,0.01,0,ACTIVE
17994,15 04 2021,7:38:30 pm,0,0,0.01,1,ACTIVE
17995,15 04 2021,7:39:00 pm,0,0,0.01,0,ACTIVE
17996,15 04 2021,7:39:30 pm,156,0,0.01,1,ACTIVE
17997,15 04 2021,7:40:00 pm,2,0,0.01,0,ACTIVE
17998,15 04 2021,7:40:30 pm,0,0,0.01,0,ACTIVE
17999,15 04 2021,7:41:00 pm,2,0,0.01,0,ACTIVE
18000,15 04 2021,7:41:30 pm,0,0,0.01,0,ACTIVE
18001,15 04 2021,7:42:00 pm,0,0,0.01,0,ACTIVE
18002,15 04 2021,7:42:30 pm,0,0,0.01,0,ACTIVE
18003,15 04 2021,7:43:00 pm,0,0,0.01,0,ACTIVE
18004,15 04 2021,7:43:30 pm,0,0,0.01,0,ACTIVE
18005,15 04 2021,7:44:00 pm,0,0,0.01,0,ACTIVE
18006,15 04 2021,7:44:30 pm,0,0,0.01,0,ACTIVE
18007,15 04 2021,7:45:00 pm,19,0,0.01,0,ACTIVE
18008,15 04 2021,7:45:30 pm,0,0,0.01,0,ACTIVE
18009,15 04 2021,7:46:00 pm,0,0,0.01,0,ACTIVE
18010,15 04 2021,7:46:30 pm,0,0,0.01,0,ACTIVE
18011,15 04 2021,7:47:00 pm,8,0,0.01,0,ACTIVE
18012,15 04 2021,7:47:30 pm,0,0,0.01,0,ACTIVE
18013,15 04 2021,7:48:00 pm,0,0,0.01,0,ACTIVE
18014,15 04 2021,7:48:30 pm,0,0,0.01,0,ACTIVE
18015,15 04 2021,7:49:00 pm,0,0,0.01,0,ACTIVE
18016,15 04 2021,7:49:30 pm,0,0,0.01,0,ACTIVE
18017,15 04 2021,7:50:00 pm,8,0,0.01,0,ACTIVE
18018,15 04 2021,7:50:30 pm,0,0,0.01,0,ACTIVE
18019,15 04 2021,7:51:00 pm,0,0,0.01,1,ACTIVE
18020,15 04 2021,7:51:30 pm,0,0,0.01,1,ACTIVE
18021,15 04 2021,7:52:00 pm,77,0,0.01,1,ACTIVE
18022,15 04 2021,7:52:30 pm,365,0,0.17,1,ACTIVE
18023,15 04 2021,7:53:00 pm,614,0,0.25,1,ACTIVE
18024,15 04 2021,7:53:30 pm,523,0,0.09,1,ACTIVE
18025,15 04 2021,7:54:00 pm,506,0,0.05,1,ACTIVE
18026,15 04 2021,7:54:30 pm,460,0,0.03,1,ACTIVE
18027,15 04 2021,7:55:00 pm,390,0,0.01,1,ACTIVE
18028,15 04 2021,7:55:30 pm,403,0,0.01,1,ACTIVE
18029,15 04 2021,7:56:00 pm,271,0,0.01,1,ACTIVE
18030,15 04 2021,7:56:30 pm,93,0,0.01,1,ACTIVE
18031,15 04 2021,7:57:00 pm,0,0,0.01,1,ACTIVE
18032,15 04 2021,7:57:30 pm,0,0,0.01,1,ACTIVE
18033,15 04 2021,7:58:00 pm,290,0,0.01,1,ACTIVE
18034,15 04 2021,7:58:30 pm,430,0,0.09,1,ACTIVE
18035,15 04 2021,7:59:00 pm,290,0,0.01,1,ACTIVE
18036,15 04 2021,7:59:30 pm,460,0,0.01,1,ACTIVE
18037,15 04 2021,8:00:00 pm,237,0,0.01,1,ACTIVE
18038,15 04 2021,8:00:30 pm,281,0,0.01,1,ACTIVE
18039,15 04 2021,8:01:00 pm,174,0,0.01,1,ACTIVE
18040,15 04 2021,8:01:30 pm,845,0,0.15,1,ACTIVE
18041,15 04 2021,8:02:00 pm,901,0,1.68,1,ACTIVE
18042,15 04 2021,8:02:30 pm,720,0,1.68,1,ACTIVE
18043,15 04 2021,8:03:00 pm,199,0,1.35,1,ACTIVE
18044,15 04 2021,8:03:30 pm,131,0,0.29,1,ACTIVE
18045,15 04 2021,8:04:00 pm,162,0,2.54,1,ACTIVE
18046,15 04 2021,8:04:30 pm,40,0,2.23,1,ACTIVE
18047,15 04 2021,8:05:00 pm,35,0,1.87,1,ACTIVE
18048,15 04 2021,8:05:30 pm,117,0,3.08,1,ACTIVE
18049,15 04 2021,8:06:00 pm,199,0,1.65,1,ACTIVE
18050,15 04 2021,8:06:30 pm,342,0,1.76,1,ACTIVE
18051,15 04 2021,8:07:00 pm,199,0,0.72,1,ACTIVE
18052,15 04 2021,8:07:30 pm,122,0,1.58,1,ACTIVE
18053,15 04 2021,8:08:00 pm,193,0,2.09,1,ACTIVE
18054,15 04 2021,8:08:30 pm,77,0,0.3,1,ACTIVE
18055,15 04 2021,8:09:00 pm,245,0,1.04,1,ACTIVE
18056,15 04 2021,8:09:30 pm,214,0,0.18,1,ACTIVE
18057,15 04 2021,8:10:00 pm,310,0,0.48,1,ACTIVE
18058,15 04 2021,8:10:30 pm,162,0,0.03,1,ACTIVE
18059,15 04 2021,8:11:00 pm,237,0,0.45,1,ACTIVE
18060,15 04 2021,8:11:30 pm,156,0,5.3,1,ACTIVE
18061,15 04 2021,8:12:00 pm,290,0,2.59,1,ACTIVE
18062,15 04 2021,8:12:30 pm,230,0,3.75,1,ACTIVE
18063,15 04 2021,8:13:00 pm,19,0,6.44,1,ACTIVE
18064,15 04 2021,8:13:30 pm,32,0,8,1,ACTIVE
18065,15 04 2021,8:14:00 pm,193,0,4.56,1,ACTIVE
18066,15 04 2021,8:14:30 pm,74,0,6.87,1,ACTIVE
18067,15 04 2021,8:15:00 pm,22,0,5.78,1,ACTIVE
18068,15 04 2021,8:15:30 pm,71,0,5.91,1,ACTIVE
18069,15 04 2021,8:16:00 pm,136,0,6.58,1,ACTIVE
18070,15 04 2021,8:16:30 pm,168,0,4.46,1,ACTIVE
18071,15 04 2021,8:17:00 pm,168,0,4,1,ACTIVE
18072,15 04 2021,8:17:30 pm,113,0,3.67,1,ACTIVE
18073,15 04 2021,8:18:00 pm,262,0,4.56,1,ACTIVE
18074,15 04 2021,8:18:30 pm,126,0,4.76,1,ACTIVE
18075,15 04 2021,8:19:00 pm,6,0,5.54,1,ACTIVE
18076,15 04 2021,8:19:30 pm,45,0,5.91,1,ACTIVE
18077,15 04 2021,8:20:00 pm,77,0,4.46,1,ACTIVE
18078,15 04 2021,8:20:30 pm,214,0,7.18,1,ACTIVE
18079,15 04 2021,8:21:00 pm,93,0,0.45,1,ACTIVE
18080,15 04 2021,8:21:30 pm,126,0,2.95,1,ACTIVE
18081,15 04 2021,8:22:00 pm,108,0,4.18,1,ACTIVE
18082,15 04 2021,8:22:30 pm,168,0,2.48,1,ACTIVE
18083,15 04 2021,8:23:00 pm,136,0,6.87,1,ACTIVE
18084,15 04 2021,8:23:30 pm,17,0,5.66,1,ACTIVE
18085,15 04 2021,8:24:00 pm,117,0,4.86,1,ACTIVE
18086,15 04 2021,8:24:30 pm,122,0,4.86,1,ACTIVE
18087,15 04 2021,8:25:00 pm,29,0,2.89,1,ACTIVE
18088,15 04 2021,8:25:30 pm,0,0,5.19,1,ACTIVE
18089,15 04 2021,8:26:00 pm,96,0,6.3,1,ACTIVE
18090,15 04 2021,8:26:30 pm,34,0,6.87,1,ACTIVE
18091,15 04 2021,8:27:00 pm,74,0,4.76,1,ACTIVE
18092,15 04 2021,8:27:30 pm,22,0,4.97,1,ACTIVE
18093,15 04 2021,8:28:00 pm,108,0,6.17,1,ACTIVE
18094,15 04 2021,8:28:30 pm,52,0,1.79,1,ACTIVE
18095,15 04 2021,8:29:00 pm,174,0,4.86,1,ACTIVE
18096,15 04 2021,8:29:30 pm,162,0,5.66,1,ACTIVE
18097,15 04 2021,8:30:00 pm,2,0,4.18,1,ACTIVE
18098,15 04 2021,8:30:30 pm,39,0,3.29,1,ACTIVE
18099,15 04 2021,8:31:00 pm,3,0,1.96,0,ACTIVE
18100,15 04 2021,8:31:30 pm,2,0,3.75,0,ACTIVE
18101,15 04 2021,8:32:00 pm,0,0,3.91,0,ACTIVE
18102,15 04 2021,8:32:30 pm,0,0,3.91,0,ACTIVE
18103,15 04 2021,8:33:00 pm,99,0,6.87,1,ACTIVE
18104,15 04 2021,8:33:30 pm,3,0,6.73,0,ACTIVE
18105,15 04 2021,8:34:00 pm,29,0,6.44,1,ACTIVE
18106,15 04 2021,8:34:30 pm,0,0,6.44,0,ACTIVE
18107,15 04 2021,8:35:00 pm,0,0,6.3,1,ACTIVE
18108,15 04 2021,8:35:30 pm,68,0,5.54,1,ACTIVE
18109,15 04 2021,8:36:00 pm,103,0,7.18,1,ACTIVE
18110,15 04 2021,8:36:30 pm,0,0,5.54,0,ACTIVE
18111,15 04 2021,8:37:00 pm,0,0,5.54,0,ACTIVE
18112,15 04 2021,8:37:30 pm,0,0,5.08,0,ACTIVE
18113,15 04 2021,8:38:00 pm,17,0,3.83,1,ACTIVE
18114,15 04 2021,8:38:30 pm,59,0,4.56,1,ACTIVE
18115,15 04 2021,8:39:00 pm,96,0,6.58,1,ACTIVE
18116,15 04 2021,8:39:30 pm,0,0,5.19,0,ACTIVE
18117,15 04 2021,8:40:00 pm,29,0,5.42,1,ACTIVE
18118,15 04 2021,8:40:30 pm,0,0,4.65,0,ACTIVE
18119,15 04 2021,8:41:00 pm,2,0,4.65,0,ACTIVE
18120,15 04 2021,8:41:30 pm,31,0,3.22,1,ACTIVE
18121,15 04 2021,8:42:00 pm,48,0,4.86,1,ACTIVE
18122,15 04 2021,8:42:30 pm,0,0,3.75,0,ACTIVE
18123,15 04 2021,8:43:00 pm,35,0,5.54,1,ACTIVE
18124,15 04 2021,8:43:30 pm,0,0,6.58,0,ACTIVE
18125,15 04 2021,8:44:00 pm,0,0,6.44,0,ACTIVE
18126,15 04 2021,8:44:30 pm,0,0,6.44,0,ACTIVE
18127,15 04 2021,8:45:00 pm,0,0,6.73,0,ACTIVE
18128,15 04 2021,8:45:30 pm,0,0,6.73,0,ACTIVE
18129,15 04 2021,8:46:00 pm,40,0,6.58,1,ACTIVE
18130,15 04 2021,8:46:30 pm,52,0,7.34,1,ACTIVE
18131,15 04 2021,8:47:00 pm,0,0,7.34,0,ACTIVE
18132,15 04 2021,8:47:30 pm,52,0,8.18,1,ACTIVE
18133,15 04 2021,8:48:00 pm,0,0,8.92,0,ACTIVE
18134,15 04 2021,8:48:30 pm,0,0,8.72,0,ACTIVE
18135,15 04 2021,8:49:00 pm,0,0,8.72,0,ACTIVE
18136,15 04 2021,8:49:30 pm,0,0,8.18,0,ACTIVE
18137,15 04 2021,8:50:00 pm,0,0,8.18,0,ACTIVE
18138,15 04 2021,8:50:30 pm,0,0,8,0,ACTIVE
18139,15 04 2021,8:51:00 pm,0,0,7.66,0,ACTIVE
18140,15 04 2021,8:51:30 pm,0,0,7.34,0,ACTIVE
18141,15 04 2021,8:52:00 pm,46,0,6.87,1,ACTIVE
18142,15 04 2021,8:52:30 pm,62,0,5.08,1,ACTIVE
18143,15 04 2021,8:53:00 pm,11,0,3.83,1,ACTIVE
18144,15 04 2021,8:53:30 pm,6,0,4.46,0,ACTIVE
18145,15 04 2021,8:54:00 pm,0,0,4,0,ACTIVE
18146,15 04 2021,8:54:30 pm,5,0,5.42,0,ACTIVE
18147,15 04 2021,8:55:00 pm,108,0,6.73,1,ACTIVE
18148,15 04 2021,8:55:30 pm,5,0,5.66,1,ACTIVE
18149,15 04 2021,8:56:00 pm,59,0,5.78,1,ACTIVE
18150,15 04 2021,8:56:30 pm,0,0,5.66,0,ACTIVE
18151,15 04 2021,8:57:00 pm,0,0,5.66,0,ACTIVE
18152,15 04 2021,8:57:30 pm,20,0,4.09,1,ACTIVE
18153,15 04 2021,8:58:00 pm,11,0,3.15,0,ACTIVE
18154,15 04 2021,8:58:30 pm,0,0,4.76,0,ACTIVE
18155,15 04 2021,8:59:00 pm,0,0,4.65,0,ACTIVE
18156,15 04 2021,8:59:30 pm,37,0,4.09,1,ACTIVE
18157,15 04 2021,9:00:00 pm,0,0,3.22,0,ACTIVE
18158,15 04 2021,9:00:30 pm,0,0,3.44,0,ACTIVE
18159,15 04 2021,9:01:00 pm,0,0,3.15,0,ACTIVE
18160,15 04 2021,9:01:30 pm,0,0,2.95,0,ACTIVE
18161,15 04 2021,9:02:00 pm,43,0,3.08,1,ACTIVE
18162,15 04 2021,9:02:30 pm,52,0,0.9,1,ACTIVE
18163,15 04 2021,9:03:00 pm,11,0,2.09,1,ACTIVE
18164,15 04 2021,9:03:30 pm,6,0,2.65,0,ACTIVE
18165,15 04 2021,9:04:00 pm,12,0,2.33,1,ACTIVE
18166,15 04 2021,9:04:30 pm,26,0,2.43,1,ACTIVE
18167,15 04 2021,9:05:00 pm,56,0,3.59,1,ACTIVE
18168,15 04 2021,9:05:30 pm,6,0,2.89,1,ACTIVE
18169,15 04 2021,9:06:00 pm,162,0,3.15,1,ACTIVE
18170,15 04 2021,9:06:30 pm,62,0,5.54,1,ACTIVE
18171,15 04 2021,9:07:00 pm,22,0,4.36,1,ACTIVE
18172,15 04 2021,9:07:30 pm,34,0,6.04,1,ACTIVE
18173,15 04 2021,9:08:00 pm,56,0,6.17,1,ACTIVE
18174,15 04 2021,9:08:30 pm,93,0,3.15,1,ACTIVE
18175,15 04 2021,9:09:00 pm,68,0,4,1,ACTIVE
18176,15 04 2021,9:09:30 pm,49,0,5.42,1,ACTIVE
18177,15 04 2021,9:10:00 pm,28,0,6.44,1,ACTIVE
18178,15 04 2021,9:10:30 pm,131,0,0.56,1,ACTIVE
18179,15 04 2021,9:11:00 pm,71,0,2,1,ACTIVE
18180,15 04 2021,9:11:30 pm,35,0,2.77,1,ACTIVE
18181,15 04 2021,9:12:00 pm,156,0,3.22,1,ACTIVE
18182,15 04 2021,9:12:30 pm,25,0,0.44,1,ACTIVE
18183,15 04 2021,9:13:00 pm,25,0,1.68,1,ACTIVE
18184,15 04 2021,9:13:30 pm,17,0,2.43,1,ACTIVE
18185,15 04 2021,9:14:00 pm,31,0,0.81,1,ACTIVE
18186,15 04 2021,9:14:30 pm,15,0,0.69,1,ACTIVE
18187,15 04 2021,9:15:00 pm,14,0,0.09,1,ACTIVE
18188,15 04 2021,9:15:30 pm,0,0,0.25,0,ACTIVE
18189,15 04 2021,9:16:00 pm,0,0,0.05,0,ACTIVE
18190,15 04 2021,9:16:30 pm,77,0,1.09,1,ACTIVE
18191,15 04 2021,9:17:00 pm,22,0,0.74,1,ACTIVE
18192,15 04 2021,9:17:30 pm,2,0,0.01,0,ACTIVE
18193,15 04 2021,9:18:00 pm,3,0,0.15,1,ACTIVE
18194,15 04 2021,9:18:30 pm,0,0,0.13,1,ACTIVE
18195,15 04 2021,9:19:00 pm,126,0,5.3,1,ACTIVE
18196,15 04 2021,9:19:30 pm,74,0,10.37,1,ACTIVE
18197,15 04 2021,9:20:00 pm,108,0,9.72,1,ACTIVE
18198,15 04 2021,9:20:30 pm,15,0,11.07,1,ACTIVE
18199,15 04 2021,9:21:00 pm,0,0,9.93,1,ACTIVE
18200,15 04 2021,9:21:30 pm,0,0,10.15,0,ACTIVE
18201,15 04 2021,9:22:00 pm,26,0,7.03,1,ACTIVE
18202,15 04 2021,9:22:30 pm,65,0,10.37,1,ACTIVE
18203,15 04 2021,9:23:00 pm,0,0,10.83,0,ACTIVE
18204,15 04 2021,9:23:30 pm,0,0,12.88,0,ACTIVE
18205,15 04 2021,9:24:00 pm,0,0,13.17,0,ACTIVE
18206,15 04 2021,9:24:30 pm,19,0,11.31,1,ACTIVE
18207,15 04 2021,9:25:00 pm,0,0,12.61,0,ACTIVE
18208,15 04 2021,9:25:30 pm,0,0,12.61,0,ACTIVE
18209,15 04 2021,9:26:00 pm,0,0,12.61,0,ACTIVE
18210,15 04 2021,9:26:30 pm,0,0,11.81,0,ACTIVE
18211,15 04 2021,9:27:00 pm,0,0,11.81,0,ACTIVE
18212,15 04 2021,9:27:30 pm,0,0,11.81,0,ACTIVE
18213,15 04 2021,9:28:00 pm,2,0,11.81,0,ACTIVE
18214,15 04 2021,9:28:30 pm,0,0,11.56,0,ACTIVE
18215,15 04 2021,9:29:00 pm,0,0,9.31,0,ACTIVE
18216,15 04 2021,9:29:30 pm,5,0,10.37,0,ACTIVE
18217,15 04 2021,9:30:00 pm,11,0,14.05,0,ACTIVE
18218,15 04 2021,9:30:30 pm,0,0,13.45,0,ACTIVE
18219,15 04 2021,9:31:00 pm,0,0,13.45,0,ACTIVE
18220,15 04 2021,9:31:30 pm,0,0,13.17,0,ACTIVE
18221,15 04 2021,9:32:00 pm,0,0,9.51,0,ACTIVE
18222,15 04 2021,9:32:30 pm,0,0,12.88,0,ACTIVE
18223,15 04 2021,9:33:00 pm,0,0,13.17,0,ACTIVE
18224,15 04 2021,9:33:30 pm,0,0,12.34,0,ACTIVE
18225,15 04 2021,9:34:00 pm,32,0,12.88,1,ACTIVE
18226,15 04 2021,9:34:30 pm,45,0,14.36,1,ACTIVE
18227,15 04 2021,9:35:00 pm,32,0,0.72,1,ACTIVE
18228,15 04 2021,9:35:30 pm,2,0,3.51,0,ACTIVE
18229,15 04 2021,9:36:00 pm,0,0,3.59,0,ACTIVE
18230,15 04 2021,9:36:30 pm,0,0,3.44,0,ACTIVE
18231,15 04 2021,9:37:00 pm,0,0,3.36,0,ACTIVE
18232,15 04 2021,9:37:30 pm,2,0,3.08,0,ACTIVE
18233,15 04 2021,9:38:00 pm,0,0,2.95,0,ACTIVE
18234,15 04 2021,9:38:30 pm,2,0,2.71,0,ACTIVE
18235,15 04 2021,9:39:00 pm,2,0,2.89,0,ACTIVE
18236,15 04 2021,9:39:30 pm,0,0,3.08,0,ACTIVE
18237,15 04 2021,9:40:00 pm,0,0,3.08,0,ACTIVE
18238,15 04 2021,9:40:30 pm,0,0,3.15,0,ACTIVE
18239,15 04 2021,9:41:00 pm,11,0,2.59,1,ACTIVE
18240,15 04 2021,9:41:30 pm,86,0,2.71,1,ACTIVE
18241,15 04 2021,9:42:00 pm,31,0,2.43,1,ACTIVE
18242,15 04 2021,9:42:30 pm,0,0,2.89,0,ACTIVE
18243,15 04 2021,9:43:00 pm,2,0,3.02,0,ACTIVE
18244,15 04 2021,9:43:30 pm,0,0,3.15,0,ACTIVE
18245,15 04 2021,9:44:00 pm,0,0,3.08,0,ACTIVE
18246,15 04 2021,9:44:30 pm,0,0,3.08,0,ACTIVE
18247,15 04 2021,9:45:00 pm,2,0,3.15,0,ACTIVE
18248,15 04 2021,9:45:30 pm,0,0,3.36,0,ACTIVE
18249,15 04 2021,9:46:00 pm,0,0,3.59,0,ACTIVE
18250,15 04 2021,9:46:30 pm,0,0,3.59,0,ACTIVE
18251,15 04 2021,9:47:00 pm,0,0,3.59,0,ACTIVE
18252,15 04 2021,9:47:30 pm,0,0,3.59,0,ACTIVE
18253,15 04 2021,9:48:00 pm,0,0,3.59,0,ACTIVE
18254,15 04 2021,9:48:30 pm,0,0,3.59,0,ACTIVE
18255,15 04 2021,9:49:00 pm,37,0,4.56,1,ACTIVE
18256,15 04 2021,9:49:30 pm,0,0,6.73,1,ACTIVE
18257,15 04 2021,9:50:00 pm,0,0,5.78,1,ACTIVE
18258,15 04 2021,9:50:30 pm,150,0,7.03,1,ACTIVE
18259,15 04 2021,9:51:00 pm,71,0,2.54,1,ACTIVE
18260,15 04 2021,9:51:30 pm,35,0,3.83,1,ACTIVE
18261,15 04 2021,9:52:00 pm,2,0,5.66,1,ACTIVE
18262,15 04 2021,9:52:30 pm,117,0,4.97,1,ACTIVE
18263,15 04 2021,9:53:00 pm,26,0,5.19,1,ACTIVE
18264,15 04 2021,9:53:30 pm,136,0,10.37,1,ACTIVE
18265,15 04 2021,9:54:00 pm,71,0,3.67,1,ACTIVE
18266,15 04 2021,9:54:30 pm,168,0,5.91,1,ACTIVE
18267,15 04 2021,9:55:00 pm,174,0,3.51,1,ACTIVE
18268,15 04 2021,9:55:30 pm,77,0,1.96,1,ACTIVE
18269,15 04 2021,9:56:00 pm,0,0,4.86,1,ACTIVE
18270,15 04 2021,9:56:30 pm,17,0,4.46,1,ACTIVE
18271,15 04 2021,9:57:00 pm,49,0,1.54,1,ACTIVE
18272,15 04 2021,9:57:30 pm,2,0,4.56,0,ACTIVE
18273,15 04 2021,9:58:00 pm,0,0,4.09,0,ACTIVE
18274,15 04 2021,9:58:30 pm,0,0,3.15,0,ACTIVE
18275,15 04 2021,9:59:00 pm,122,0,2.65,1,ACTIVE
18276,15 04 2021,9:59:30 pm,20,0,1.61,1,ACTIVE
18277,15 04 2021,10:00:00 pm,39,0,1.24,1,ACTIVE
18278,15 04 2021,10:00:30 pm,131,0,4.76,1,ACTIVE
18279,15 04 2021,10:01:00 pm,32,0,3.08,1,ACTIVE
18280,15 04 2021,10:01:30 pm,199,0,6.17,1,ACTIVE
18281,15 04 2021,10:02:00 pm,48,0,8.18,1,ACTIVE
18282,15 04 2021,10:02:30 pm,8,0,6.73,1,ACTIVE
18283,15 04 2021,10:03:00 pm,2,0,6.73,0,ACTIVE
18284,15 04 2021,10:03:30 pm,0,0,7.03,0,ACTIVE
18285,15 04 2021,10:04:00 pm,0,0,6.73,0,ACTIVE
18286,15 04 2021,10:04:30 pm,19,0,7.5,0,ACTIVE
18287,15 04 2021,10:05:00 pm,0,0,8.35,0,ACTIVE
18288,15 04 2021,10:05:30 pm,0,0,8.18,0,ACTIVE
18289,15 04 2021,10:06:00 pm,2,0,8.18,0,ACTIVE
18290,15 04 2021,10:06:30 pm,0,0,8.18,0,ACTIVE
18291,15 04 2021,10:07:00 pm,0,0,9.31,0,ACTIVE
18292,15 04 2021,10:07:30 pm,0,0,9.31,0,ACTIVE
18293,15 04 2021,10:08:00 pm,8,0,8.35,0,ACTIVE
18294,15 04 2021,10:08:30 pm,0,0,8.72,0,ACTIVE
18295,15 04 2021,10:09:00 pm,2,0,7.5,0,ACTIVE
18296,15 04 2021,10:09:30 pm,2,0,8.18,0,ACTIVE
18297,15 04 2021,10:10:00 pm,0,0,8.18,0,ACTIVE
18298,15 04 2021,10:10:30 pm,0,0,8.54,0,ACTIVE
18299,15 04 2021,10:11:00 pm,32,0,9.72,1,ACTIVE
18300,15 04 2021,10:11:30 pm,28,0,9.31,1,ACTIVE
18301,15 04 2021,10:12:00 pm,0,0,8.18,0,ACTIVE
18302,15 04 2021,10:12:30 pm,0,0,8,0,ACTIVE
18303,15 04 2021,10:13:00 pm,0,0,8,0,ACTIVE
18304,15 04 2021,10:13:30 pm,29,0,5.19,1,ACTIVE
18305,15 04 2021,10:14:00 pm,12,0,3.02,0,ACTIVE
18306,15 04 2021,10:14:30 pm,8,0,4.18,0,ACTIVE
18307,15 04 2021,10:15:00 pm,0,0,3.22,0,ACTIVE
18308,15 04 2021,10:15:30 pm,6,0,3.02,0,ACTIVE
18309,15 04 2021,10:16:00 pm,0,0,2.95,0,ACTIVE
18310,15 04 2021,10:16:30 pm,0,0,3.02,1,ACTIVE
18311,15 04 2021,10:17:00 pm,117,0,4.86,1,ACTIVE
18312,15 04 2021,10:17:30 pm,99,0,3.29,1,ACTIVE
18313,15 04 2021,10:18:00 pm,17,0,4.86,1,ACTIVE
18314,15 04 2021,10:18:30 pm,12,0,4.46,1,ACTIVE
18315,15 04 2021,10:19:00 pm,26,0,2.33,1,ACTIVE
18316,15 04 2021,10:19:30 pm,12,0,2.71,1,ACTIVE
18317,15 04 2021,10:20:00 pm,29,0,2.28,1,ACTIVE
18318,15 04 2021,10:20:30 pm,14,0,2.09,1,ACTIVE
18319,15 04 2021,10:21:00 pm,15,0,2.71,1,ACTIVE
